ID,Group,Distance,Intensity,Treatment
2214,control,111,97.4211,clinostat
2214,control,112,97.5263,clinostat
2214,control,113,98.4211,clinostat
2214,control,114,99.0526,clinostat
2214,control,115,98.8421,clinostat
2214,control,116,98.4737,clinostat
2214,control,117,98.6842,clinostat
2214,control,118,99.2632,clinostat
2214,control,119,99.8421,clinostat
2214,control,120,101.1579,clinostat
2214,control,121,100.6316,clinostat
2214,control,122,99.8947,clinostat
2214,control,123,98.8421,clinostat
2214,control,124,97.7368,clinostat
2214,control,125,95.4737,clinostat
2214,control,126,91.8421,clinostat
2214,control,127,87.8947,clinostat
2214,control,128,83.3158,clinostat
2214,control,129,77.8421,clinostat
2214,control,130,69,clinostat
2214,control,131,58.0526,clinostat
2214,control,132,48.4737,clinostat
2214,control,133,42.1053,clinostat
2214,control,134,38.5789,clinostat
2214,control,135,36.9474,clinostat
2215,bacteria,0,17.6316,clinostat
2215,bacteria,1,19.2632,clinostat
2215,bacteria,2,21.6842,clinostat
2215,bacteria,3,26.1053,clinostat
2215,bacteria,4,33.4211,clinostat
2215,bacteria,5,38.7895,clinostat
2215,bacteria,6,41.8421,clinostat
2215,bacteria,7,47.0526,clinostat
2215,bacteria,8,51.9474,clinostat
2215,bacteria,9,56.0526,clinostat
2215,bacteria,10,60.1579,clinostat
2215,bacteria,11,64.3158,clinostat
2215,bacteria,12,67.1053,clinostat
2215,bacteria,13,68.5789,clinostat
2215,bacteria,14,70.5263,clinostat
2215,bacteria,15,71.9474,clinostat
2215,bacteria,16,73.6316,clinostat
2215,bacteria,17,74.5789,clinostat
2215,bacteria,18,74.5263,clinostat
2215,bacteria,19,73.9474,clinostat
2215,bacteria,20,73.4211,clinostat
2215,bacteria,21,73.5263,clinostat
2215,bacteria,22,73.2105,clinostat
2215,bacteria,23,73.4737,clinostat
2215,bacteria,24,74.1579,clinostat
2215,bacteria,25,74.8421,clinostat
2215,bacteria,26,76.1053,clinostat
2215,bacteria,27,78.1053,clinostat
2215,bacteria,28,80.1579,clinostat
2215,bacteria,29,81.8947,clinostat
2215,bacteria,30,83.6842,clinostat
2215,bacteria,31,86,clinostat
2215,bacteria,32,87.8947,clinostat
2215,bacteria,33,89,clinostat
2215,bacteria,34,89.9474,clinostat
2215,bacteria,35,91.7368,clinostat
2215,bacteria,36,93.6316,clinostat
2215,bacteria,37,95.4211,clinostat
2215,bacteria,38,96.7368,clinostat
2215,bacteria,39,98.4211,clinostat
2215,bacteria,40,99.1053,clinostat
2215,bacteria,41,99.7895,clinostat
2215,bacteria,42,100.4211,clinostat
2215,bacteria,43,101.5789,clinostat
2215,bacteria,44,102.7368,clinostat
2215,bacteria,45,103.3684,clinostat
2215,bacteria,46,103.5263,clinostat
2215,bacteria,47,103.2105,clinostat
2215,bacteria,48,103.8421,clinostat
2215,bacteria,49,104.3684,clinostat
2215,bacteria,50,104.3684,clinostat
2215,bacteria,51,104.4737,clinostat
2215,bacteria,52,104.4211,clinostat
2215,bacteria,53,103.3158,clinostat
2215,bacteria,54,102.5263,clinostat
2215,bacteria,55,101.6316,clinostat
2215,bacteria,56,100.9474,clinostat
2215,bacteria,57,100.8947,clinostat
2215,bacteria,58,100.8947,clinostat
2215,bacteria,59,100.2632,clinostat
2215,bacteria,60,99.3684,clinostat
2215,bacteria,61,98.0526,clinostat
2215,bacteria,62,97.1579,clinostat
2215,bacteria,63,97.5263,clinostat
2215,bacteria,64,97.3158,clinostat
2215,bacteria,65,96,clinostat
2215,bacteria,66,94.3684,clinostat
2215,bacteria,67,93.1053,clinostat
2215,bacteria,68,92.4211,clinostat
2215,bacteria,69,92.1053,clinostat
2215,bacteria,70,91.8421,clinostat
2215,bacteria,71,91.0526,clinostat
2215,bacteria,72,90.8947,clinostat
2215,bacteria,73,90.3684,clinostat
2215,bacteria,74,89.2632,clinostat
2215,bacteria,75,87.5789,clinostat
2215,bacteria,76,85.6842,clinostat
2215,bacteria,77,83.5263,clinostat
2215,bacteria,78,81.4211,clinostat
2215,bacteria,79,79.4211,clinostat
2215,bacteria,80,77.5789,clinostat
2215,bacteria,81,74,clinostat
2215,bacteria,82,71.3158,clinostat
2215,bacteria,83,68.8421,clinostat
2215,bacteria,84,67.2105,clinostat
2215,bacteria,85,65.5263,clinostat
2215,bacteria,86,63.1053,clinostat
2215,bacteria,87,61.0526,clinostat
2215,bacteria,88,60.5789,clinostat
2215,bacteria,89,60.4737,clinostat
2215,bacteria,90,60.9474,clinostat
2215,bacteria,91,61.9474,clinostat
2215,bacteria,92,62.4211,clinostat
2215,bacteria,93,62.4211,clinostat
2215,bacteria,94,62.6316,clinostat
2215,bacteria,95,62.4211,clinostat
2215,bacteria,96,61.6842,clinostat
2215,bacteria,97,56.3158,clinostat
2215,bacteria,98,49.7368,clinostat
2215,bacteria,99,43.2632,clinostat
2215,bacteria,100,37.5263,clinostat
2215,bacteria,101,31.9474,clinostat
2215,bacteria,102,25.1579,clinostat
2215,bacteria,103,18.6842,clinostat
2215,bacteria,104,14.1053,clinostat
2217,bacteria,0,27.5455,clinostat
2217,bacteria,1,28.9091,clinostat
2217,bacteria,2,30.7273,clinostat
2217,bacteria,3,32.5455,clinostat
2217,bacteria,4,34.7273,clinostat
2217,bacteria,5,35.7273,clinostat
2217,bacteria,6,37.6364,clinostat
2217,bacteria,7,43.1818,clinostat
2217,bacteria,8,48.9091,clinostat
2217,bacteria,9,51.2727,clinostat
2217,bacteria,10,51.4545,clinostat
2217,bacteria,11,52.3636,clinostat
2217,bacteria,12,54.2727,clinostat
2217,bacteria,13,56.7273,clinostat
2217,bacteria,14,60,clinostat
2217,bacteria,15,63.2727,clinostat
2217,bacteria,16,65.1818,clinostat
2217,bacteria,17,67.4545,clinostat
2217,bacteria,18,71,clinostat
2217,bacteria,19,74.2727,clinostat
2217,bacteria,20,76.3636,clinostat
2217,bacteria,21,79.7273,clinostat
2217,bacteria,22,84.5455,clinostat
2217,bacteria,23,88.9091,clinostat
2217,bacteria,24,93.0909,clinostat
2217,bacteria,25,95.8182,clinostat
2217,bacteria,26,96,clinostat
2217,bacteria,27,95.2727,clinostat
2217,bacteria,28,95,clinostat
2217,bacteria,29,95.6364,clinostat
2217,bacteria,30,95.6364,clinostat
2217,bacteria,31,94.8182,clinostat
2217,bacteria,32,93.5455,clinostat
2217,bacteria,33,92.8182,clinostat
2217,bacteria,34,93.3636,clinostat
2217,bacteria,35,95.2727,clinostat
2217,bacteria,36,98.1818,clinostat
2217,bacteria,37,101.2727,clinostat
2217,bacteria,38,103.6364,clinostat
2217,bacteria,39,104.8182,clinostat
2217,bacteria,40,105.0909,clinostat
2217,bacteria,41,104.3636,clinostat
2217,bacteria,42,103.2727,clinostat
2217,bacteria,43,102.3636,clinostat
2217,bacteria,44,102.5455,clinostat
2217,bacteria,45,102.6364,clinostat
2217,bacteria,46,102.0909,clinostat
2217,bacteria,47,101.6364,clinostat
2217,bacteria,48,100,clinostat
2217,bacteria,49,99.1818,clinostat
2217,bacteria,50,100.1818,clinostat
2217,bacteria,51,99.8182,clinostat
2217,bacteria,52,97.8182,clinostat
2217,bacteria,53,96.9091,clinostat
2217,bacteria,54,97.8182,clinostat
2217,bacteria,55,99.3636,clinostat
2217,bacteria,56,100.1818,clinostat
2217,bacteria,57,100.1818,clinostat
2217,bacteria,58,100.6364,clinostat
2217,bacteria,59,102,clinostat
2217,bacteria,60,102.8182,clinostat
2217,bacteria,61,103.5455,clinostat
2217,bacteria,62,104.2727,clinostat
2217,bacteria,63,105.2727,clinostat
2217,bacteria,64,105.4545,clinostat
2217,bacteria,65,104.6364,clinostat
2217,bacteria,66,104.2727,clinostat
2217,bacteria,67,104.2727,clinostat
2217,bacteria,68,104.9091,clinostat
2217,bacteria,69,105.7273,clinostat
2217,bacteria,70,105.7273,clinostat
2217,bacteria,71,105.3636,clinostat
2217,bacteria,72,105,clinostat
2217,bacteria,73,104.8182,clinostat
2217,bacteria,74,105.0909,clinostat
2217,bacteria,75,105.0909,clinostat
2217,bacteria,76,105.3636,clinostat
2217,bacteria,77,105.5455,clinostat
2217,bacteria,78,104.9091,clinostat
2217,bacteria,79,105.0909,clinostat
2217,bacteria,80,105.6364,clinostat
2217,bacteria,81,106,clinostat
2217,bacteria,82,104.6364,clinostat
2217,bacteria,83,102.5455,clinostat
2217,bacteria,84,101.4545,clinostat
2217,bacteria,85,100.4545,clinostat
2217,bacteria,86,99.1818,clinostat
2217,bacteria,87,99.5455,clinostat
2217,bacteria,88,99.6364,clinostat
2217,bacteria,89,98.7273,clinostat
2217,bacteria,90,97.3636,clinostat
2217,bacteria,91,96.3636,clinostat
2217,bacteria,92,95.1818,clinostat
2217,bacteria,93,91.9091,clinostat
2217,bacteria,94,83.9091,clinostat
2217,bacteria,95,71.7273,clinostat
2217,bacteria,96,62.4545,clinostat
2217,bacteria,97,58.2727,clinostat
2217,bacteria,98,52,clinostat
2217,bacteria,99,45.1818,clinostat
2217,bacteria,100,40.5455,clinostat
2217,bacteria,101,36.6364,clinostat
2217,bacteria,102,33.2727,clinostat
2217,bacteria,103,31.8182,clinostat
2217,bacteria,104,31.2727,clinostat
2217,bacteria,105,30.2727,clinostat
2217,bacteria,106,28.2727,clinostat
2217,bacteria,107,26.5455,clinostat
2217,bacteria,108,24.8182,clinostat
2218,bacteria,0,28.4444,clinostat
2218,bacteria,1,29.6667,clinostat
2218,bacteria,2,31.7222,clinostat
2218,bacteria,3,33.7778,clinostat
2218,bacteria,4,35.7778,clinostat
2218,bacteria,5,37.5556,clinostat
2218,bacteria,6,38.6667,clinostat
2218,bacteria,7,39.5556,clinostat
2218,bacteria,8,41.5556,clinostat
2218,bacteria,9,44.0556,clinostat
2218,bacteria,10,46.0556,clinostat
2218,bacteria,11,47.0556,clinostat
2218,bacteria,12,48.9444,clinostat
2218,bacteria,13,51.4444,clinostat
2218,bacteria,14,53.3889,clinostat
2218,bacteria,15,54.5,clinostat
2218,bacteria,16,55.3889,clinostat
2218,bacteria,17,55.6111,clinostat
2218,bacteria,18,56.7222,clinostat
2218,bacteria,19,58.8333,clinostat
2218,bacteria,20,60.8889,clinostat
2218,bacteria,21,64,clinostat
2218,bacteria,22,67.3889,clinostat
2218,bacteria,23,71.0556,clinostat
2218,bacteria,24,74.1667,clinostat
2218,bacteria,25,78.6667,clinostat
2218,bacteria,26,82.2778,clinostat
2218,bacteria,27,85.3333,clinostat
2218,bacteria,28,87.1667,clinostat
2218,bacteria,29,88.8333,clinostat
2218,bacteria,30,90.2222,clinostat
2218,bacteria,31,91,clinostat
2218,bacteria,32,92.4444,clinostat
2218,bacteria,33,93.6667,clinostat
2218,bacteria,34,94,clinostat
2218,bacteria,35,94.7778,clinostat
2218,bacteria,36,94.8333,clinostat
2218,bacteria,37,93.8889,clinostat
2218,bacteria,38,93.9444,clinostat
2218,bacteria,39,94.7222,clinostat
2218,bacteria,40,94.8333,clinostat
2218,bacteria,41,94.7222,clinostat
2218,bacteria,42,94.4444,clinostat
2218,bacteria,43,94.4444,clinostat
2218,bacteria,44,94.5556,clinostat
2218,bacteria,45,95.2778,clinostat
2218,bacteria,46,96.8889,clinostat
2218,bacteria,47,98.7222,clinostat
2218,bacteria,48,101,clinostat
2218,bacteria,49,103.1667,clinostat
2218,bacteria,50,105.1667,clinostat
2218,bacteria,51,106.5,clinostat
2218,bacteria,52,107.1111,clinostat
2218,bacteria,53,107,clinostat
2218,bacteria,54,106.1111,clinostat
2218,bacteria,55,104,clinostat
2218,bacteria,56,101.5556,clinostat
2218,bacteria,57,99.2778,clinostat
2218,bacteria,58,96.9444,clinostat
2218,bacteria,59,94.4444,clinostat
2218,bacteria,60,92.8889,clinostat
2218,bacteria,61,92.6111,clinostat
2218,bacteria,62,92.5556,clinostat
2218,bacteria,63,93.1111,clinostat
2218,bacteria,64,93.1667,clinostat
2218,bacteria,65,93.2222,clinostat
2218,bacteria,66,94.0556,clinostat
2218,bacteria,67,94.8889,clinostat
2218,bacteria,68,95.6667,clinostat
2218,bacteria,69,96,clinostat
2218,bacteria,70,95.2778,clinostat
2218,bacteria,71,93.8333,clinostat
2218,bacteria,72,91.6111,clinostat
2218,bacteria,73,87.2778,clinostat
2218,bacteria,74,82.7778,clinostat
2218,bacteria,75,74.3889,clinostat
2218,bacteria,76,67.2778,clinostat
2218,bacteria,77,64.9444,clinostat
2218,bacteria,78,62.8889,clinostat
2218,bacteria,79,59.0556,clinostat
2218,bacteria,80,55.8333,clinostat
2218,bacteria,81,53.5,clinostat
2218,bacteria,82,50.9444,clinostat
2218,bacteria,83,48.7778,clinostat
2218,bacteria,84,47.7222,clinostat
2218,bacteria,85,47.1111,clinostat
2218,bacteria,86,46.2222,clinostat
2218,bacteria,87,45.4444,clinostat
2218,bacteria,88,44.8889,clinostat
2218,bacteria,89,44.5,clinostat
2218,bacteria,90,43.6667,clinostat
2218,bacteria,91,43.1111,clinostat
2218,bacteria,92,42.6111,clinostat
2218,bacteria,93,43.0556,clinostat
2218,bacteria,94,42.5556,clinostat
2218,bacteria,95,41.3333,clinostat
2218,bacteria,96,40.2222,clinostat
2218,bacteria,97,39.2778,clinostat
2218,bacteria,98,38.1667,clinostat
2218,bacteria,99,37.1667,clinostat
2218,bacteria,100,35.7222,clinostat
2218,bacteria,101,34.5556,clinostat
2218,bacteria,102,33.9444,clinostat
2218,bacteria,103,33,clinostat
2218,bacteria,104,31.0556,clinostat
2218,bacteria,105,29.3889,clinostat
2218,bacteria,106,27.8333,clinostat
2218,bacteria,107,26.3333,clinostat
2219,bacteria,0,19.875,clinostat
2219,bacteria,1,20.625,clinostat
2219,bacteria,2,21.9375,clinostat
2219,bacteria,3,24.125,clinostat
2219,bacteria,4,26.75,clinostat
2219,bacteria,5,29.1875,clinostat
2219,bacteria,6,31,clinostat
2219,bacteria,7,31.1875,clinostat
2219,bacteria,8,32.625,clinostat
2219,bacteria,9,34.625,clinostat
2219,bacteria,10,36.0625,clinostat
2219,bacteria,11,37.875,clinostat
2219,bacteria,12,42.1875,clinostat
2219,bacteria,13,45.8125,clinostat
2219,bacteria,14,47.125,clinostat
2219,bacteria,15,47.6875,clinostat
2219,bacteria,16,50.75,clinostat
2219,bacteria,17,56.0625,clinostat
2219,bacteria,18,61.4375,clinostat
2219,bacteria,19,65.8125,clinostat
2219,bacteria,20,69.5,clinostat
2219,bacteria,21,73.0625,clinostat
2219,bacteria,22,76.3125,clinostat
2219,bacteria,23,77.4375,clinostat
2219,bacteria,24,77.6875,clinostat
2219,bacteria,25,77.5,clinostat
2219,bacteria,26,76.5,clinostat
2219,bacteria,27,75.1875,clinostat
2219,bacteria,28,74.25,clinostat
2219,bacteria,29,73.3125,clinostat
2219,bacteria,30,74,clinostat
2219,bacteria,31,76.4375,clinostat
2219,bacteria,32,82.9375,clinostat
2219,bacteria,33,90.375,clinostat
2219,bacteria,34,96.375,clinostat
2219,bacteria,35,100.4375,clinostat
2219,bacteria,36,102.125,clinostat
2219,bacteria,37,101.9375,clinostat
2219,bacteria,38,101.6875,clinostat
2219,bacteria,39,99.8125,clinostat
2219,bacteria,40,95.75,clinostat
2219,bacteria,41,91.9375,clinostat
2219,bacteria,42,90,clinostat
2219,bacteria,43,89.0625,clinostat
2219,bacteria,44,88.5625,clinostat
2219,bacteria,45,88.4375,clinostat
2219,bacteria,46,88.125,clinostat
2219,bacteria,47,89.125,clinostat
2219,bacteria,48,92.3125,clinostat
2219,bacteria,49,96.875,clinostat
2219,bacteria,50,102,clinostat
2219,bacteria,51,105.625,clinostat
2219,bacteria,52,106.9375,clinostat
2219,bacteria,53,106.8125,clinostat
2219,bacteria,54,107.0625,clinostat
2219,bacteria,55,108,clinostat
2219,bacteria,56,108.625,clinostat
2219,bacteria,57,108.1875,clinostat
2219,bacteria,58,106.3125,clinostat
2219,bacteria,59,104.1875,clinostat
2219,bacteria,60,102.25,clinostat
2219,bacteria,61,100.75,clinostat
2219,bacteria,62,100.4375,clinostat
2219,bacteria,63,100.25,clinostat
2219,bacteria,64,100.3125,clinostat
2219,bacteria,65,100.8125,clinostat
2219,bacteria,66,101,clinostat
2219,bacteria,67,99,clinostat
2219,bacteria,68,96.5625,clinostat
2219,bacteria,69,96.875,clinostat
2219,bacteria,70,95.8125,clinostat
2219,bacteria,71,94.4375,clinostat
2219,bacteria,72,93.875,clinostat
2219,bacteria,73,92.875,clinostat
2219,bacteria,74,92.5625,clinostat
2219,bacteria,75,90.4375,clinostat
2219,bacteria,76,88.8125,clinostat
2219,bacteria,77,89.5,clinostat
2219,bacteria,78,89.4375,clinostat
2219,bacteria,79,87.5625,clinostat
2219,bacteria,80,85.6875,clinostat
2219,bacteria,81,84.5625,clinostat
2219,bacteria,82,84.4375,clinostat
2219,bacteria,83,85,clinostat
2219,bacteria,84,85.4375,clinostat
2219,bacteria,85,86.3125,clinostat
2219,bacteria,86,85.5,clinostat
2219,bacteria,87,83.875,clinostat
2219,bacteria,88,83.1875,clinostat
2219,bacteria,89,82.9375,clinostat
2219,bacteria,90,83.5625,clinostat
2219,bacteria,91,82.625,clinostat
2219,bacteria,92,80.4375,clinostat
2219,bacteria,93,78.5625,clinostat
2219,bacteria,94,75.1875,clinostat
2219,bacteria,95,70.625,clinostat
2219,bacteria,96,65.9375,clinostat
2219,bacteria,97,62.3125,clinostat
2219,bacteria,98,59.4375,clinostat
2219,bacteria,99,55.625,clinostat
2219,bacteria,100,51.875,clinostat
2219,bacteria,101,48.3125,clinostat
2219,bacteria,102,44.8125,clinostat
2219,bacteria,103,41.1875,clinostat
2219,bacteria,104,38.75,clinostat
2219,bacteria,105,37.625,clinostat
2219,bacteria,106,36.4375,clinostat
2219,bacteria,107,34.6875,clinostat
2219,bacteria,108,32.6875,clinostat
2219,bacteria,109,32.3125,clinostat
2221,bacteria,0,28.9333,clinostat
2221,bacteria,1,28.9333,clinostat
2221,bacteria,2,30.3333,clinostat
2221,bacteria,3,32.1333,clinostat
2221,bacteria,4,32.8,clinostat
2221,bacteria,5,33,clinostat
2221,bacteria,6,32.6667,clinostat
2221,bacteria,7,33.4,clinostat
2221,bacteria,8,34.8,clinostat
2221,bacteria,9,36.6,clinostat
2221,bacteria,10,39.4,clinostat
2221,bacteria,11,41.4,clinostat
2221,bacteria,12,42.7333,clinostat
2221,bacteria,13,45,clinostat
2221,bacteria,14,48.8667,clinostat
2221,bacteria,15,53.0667,clinostat
2221,bacteria,16,57,clinostat
2221,bacteria,17,60.9333,clinostat
2221,bacteria,18,65.6,clinostat
2221,bacteria,19,69.1333,clinostat
2221,bacteria,20,71.3333,clinostat
2221,bacteria,21,72.8667,clinostat
2221,bacteria,22,74.2667,clinostat
2221,bacteria,23,76.2,clinostat
2221,bacteria,24,78.2,clinostat
2221,bacteria,25,80.2667,clinostat
2221,bacteria,26,81.6,clinostat
2221,bacteria,27,82.8,clinostat
2221,bacteria,28,85.3333,clinostat
2221,bacteria,29,89,clinostat
2221,bacteria,30,91.0667,clinostat
2221,bacteria,31,90.9333,clinostat
2221,bacteria,32,90.3333,clinostat
2221,bacteria,33,91.2667,clinostat
2221,bacteria,34,92.1333,clinostat
2221,bacteria,35,92.4,clinostat
2221,bacteria,36,92.4667,clinostat
2221,bacteria,37,92.5333,clinostat
2221,bacteria,38,91.8667,clinostat
2221,bacteria,39,91.3333,clinostat
2221,bacteria,40,92.0667,clinostat
2221,bacteria,41,93.4,clinostat
2221,bacteria,42,93.6,clinostat
2221,bacteria,43,95.2,clinostat
2221,bacteria,44,96.3333,clinostat
2221,bacteria,45,97,clinostat
2221,bacteria,46,97.1333,clinostat
2221,bacteria,47,98.3333,clinostat
2221,bacteria,48,99.2667,clinostat
2221,bacteria,49,100.2,clinostat
2221,bacteria,50,101.2667,clinostat
2221,bacteria,51,103.5333,clinostat
2221,bacteria,52,105.9333,clinostat
2221,bacteria,53,106.8667,clinostat
2221,bacteria,54,106.9333,clinostat
2221,bacteria,55,109.3333,clinostat
2221,bacteria,56,112.2667,clinostat
2221,bacteria,57,114.3333,clinostat
2221,bacteria,58,116,clinostat
2221,bacteria,59,117.0667,clinostat
2221,bacteria,60,117.2667,clinostat
2221,bacteria,61,117.6667,clinostat
2221,bacteria,62,118.3333,clinostat
2221,bacteria,63,119.1333,clinostat
2221,bacteria,64,118.4,clinostat
2221,bacteria,65,116.3333,clinostat
2221,bacteria,66,114.3333,clinostat
2221,bacteria,67,114.4667,clinostat
2221,bacteria,68,114.8,clinostat
2221,bacteria,69,113.1333,clinostat
2221,bacteria,70,108.6,clinostat
2221,bacteria,71,105.1333,clinostat
2221,bacteria,72,107.2,clinostat
2221,bacteria,73,108.3333,clinostat
2221,bacteria,74,103.4667,clinostat
2221,bacteria,75,99.2667,clinostat
2221,bacteria,76,98.1333,clinostat
2221,bacteria,77,99.5333,clinostat
2221,bacteria,78,102.2667,clinostat
2221,bacteria,79,102.7333,clinostat
2221,bacteria,80,101.4667,clinostat
2221,bacteria,81,102.2667,clinostat
2221,bacteria,82,102.4,clinostat
2221,bacteria,83,103.3333,clinostat
2221,bacteria,84,103.8667,clinostat
2221,bacteria,85,102.4,clinostat
2221,bacteria,86,102.4,clinostat
2221,bacteria,87,102.4667,clinostat
2221,bacteria,88,97.4667,clinostat
2221,bacteria,89,90.8,clinostat
2221,bacteria,90,84.1333,clinostat
2221,bacteria,91,78.4,clinostat
2221,bacteria,92,72.3333,clinostat
2221,bacteria,93,66.1333,clinostat
2221,bacteria,94,59.5333,clinostat
2221,bacteria,95,53.3333,clinostat
2221,bacteria,96,49.8667,clinostat
2221,bacteria,97,48.1333,clinostat
2221,bacteria,98,47.1333,clinostat
2221,bacteria,99,47.0667,clinostat
2221,bacteria,100,45.4667,clinostat
2221,bacteria,101,45,clinostat
2221,bacteria,102,44.9333,clinostat
2221,bacteria,103,45.0667,clinostat
2221,bacteria,104,45.8,clinostat
2221,bacteria,105,46.2667,clinostat
2221,bacteria,106,46.1333,clinostat
2221,bacteria,107,46.2667,clinostat
2221,bacteria,108,46.4667,clinostat
2221,bacteria,109,45.1333,clinostat
2221,bacteria,110,43.9333,clinostat
2221,bacteria,111,42.7333,clinostat
2221,bacteria,112,42.0667,clinostat
2221,bacteria,113,40.6,clinostat
2221,bacteria,114,38.1333,clinostat
2221,bacteria,115,36.8,clinostat
2221,bacteria,116,37.6,clinostat
2221,bacteria,117,37.7333,clinostat
2221,bacteria,118,37.3333,clinostat
2221,bacteria,119,37.2,clinostat
2221,bacteria,120,36.3333,clinostat
2221,bacteria,121,34.4667,clinostat
2221,bacteria,122,32.4667,clinostat
2221,bacteria,123,31.2,clinostat
2221,bacteria,124,30.4,clinostat
2221,bacteria,125,29.4,clinostat
2222,bacteria,0,19.5833,clinostat
2222,bacteria,1,19.8333,clinostat
2222,bacteria,2,20,clinostat
2222,bacteria,3,20.9167,clinostat
2222,bacteria,4,21.9167,clinostat
2222,bacteria,5,22.3333,clinostat
2222,bacteria,6,22.6667,clinostat
2222,bacteria,7,24.25,clinostat
2222,bacteria,8,25.3333,clinostat
2222,bacteria,9,26.9167,clinostat
2222,bacteria,10,28.8333,clinostat
2222,bacteria,11,30.5,clinostat
2222,bacteria,12,31.4167,clinostat
2222,bacteria,13,31.8333,clinostat
2222,bacteria,14,32.5,clinostat
2222,bacteria,15,33.1667,clinostat
2222,bacteria,16,33.4167,clinostat
2222,bacteria,17,34.3333,clinostat
2222,bacteria,18,35.5833,clinostat
2222,bacteria,19,37,clinostat
2222,bacteria,20,37.9167,clinostat
2222,bacteria,21,38.0833,clinostat
2222,bacteria,22,38.5833,clinostat
2222,bacteria,23,39.5833,clinostat
2222,bacteria,24,41.25,clinostat
2222,bacteria,25,44,clinostat
2222,bacteria,26,46.75,clinostat
2222,bacteria,27,48.1667,clinostat
2222,bacteria,28,49.0833,clinostat
2222,bacteria,29,51.5833,clinostat
2222,bacteria,30,54.4167,clinostat
2222,bacteria,31,58.1667,clinostat
2222,bacteria,32,63,clinostat
2222,bacteria,33,66.6667,clinostat
2222,bacteria,34,69.8333,clinostat
2222,bacteria,35,73.25,clinostat
2222,bacteria,36,75.5,clinostat
2222,bacteria,37,76.9167,clinostat
2222,bacteria,38,78.5833,clinostat
2222,bacteria,39,79.5,clinostat
2222,bacteria,40,80.6667,clinostat
2222,bacteria,41,81.25,clinostat
2222,bacteria,42,82.5,clinostat
2222,bacteria,43,83.5,clinostat
2222,bacteria,44,83.8333,clinostat
2222,bacteria,45,83.9167,clinostat
2222,bacteria,46,84.8333,clinostat
2222,bacteria,47,87.3333,clinostat
2222,bacteria,48,90.6667,clinostat
2222,bacteria,49,92.8333,clinostat
2222,bacteria,50,94.6667,clinostat
2222,bacteria,51,95.6667,clinostat
2222,bacteria,52,95.5,clinostat
2222,bacteria,53,96,clinostat
2222,bacteria,54,97.0833,clinostat
2222,bacteria,55,98,clinostat
2222,bacteria,56,97.0833,clinostat
2222,bacteria,57,94.0833,clinostat
2222,bacteria,58,90.4167,clinostat
2222,bacteria,59,86.8333,clinostat
2222,bacteria,60,84.1667,clinostat
2222,bacteria,61,81.9167,clinostat
2222,bacteria,62,80.5,clinostat
2222,bacteria,63,79.25,clinostat
2222,bacteria,64,78.4167,clinostat
2222,bacteria,65,77,clinostat
2222,bacteria,66,74.5,clinostat
2222,bacteria,67,70.0833,clinostat
2222,bacteria,68,67.75,clinostat
2222,bacteria,69,66.4167,clinostat
2222,bacteria,70,63,clinostat
2222,bacteria,71,58.75,clinostat
2222,bacteria,72,55.3333,clinostat
2222,bacteria,73,54.1667,clinostat
2222,bacteria,74,52.3333,clinostat
2222,bacteria,75,49.1667,clinostat
2222,bacteria,76,46.3333,clinostat
2222,bacteria,77,44.4167,clinostat
2222,bacteria,78,43.3333,clinostat
2222,bacteria,79,41.8333,clinostat
2222,bacteria,80,39.9167,clinostat
2222,bacteria,81,38.4167,clinostat
2222,bacteria,82,37,clinostat
2222,bacteria,83,36.3333,clinostat
2222,bacteria,84,35.75,clinostat
2222,bacteria,85,35.0833,clinostat
2222,bacteria,86,33.9167,clinostat
2222,bacteria,87,31.75,clinostat
2222,bacteria,88,29.75,clinostat
2222,bacteria,89,30,clinostat
2222,bacteria,90,30.3333,clinostat
2222,bacteria,91,29.8333,clinostat
2222,bacteria,92,28.9167,clinostat
2222,bacteria,93,28,clinostat
2222,bacteria,94,28.5,clinostat
2222,bacteria,95,28.75,clinostat
2222,bacteria,96,28.6667,clinostat
2222,bacteria,97,27.8333,clinostat
2222,bacteria,98,26.8333,clinostat
2222,bacteria,99,26,clinostat
2222,bacteria,100,25.3333,clinostat
2222,bacteria,101,24.25,clinostat
2222,bacteria,102,22.8333,clinostat
2223,bacteria,0,17.3571,clinostat
2223,bacteria,1,18.5714,clinostat
2223,bacteria,2,19.8571,clinostat
2223,bacteria,3,21.6429,clinostat
2223,bacteria,4,23.5,clinostat
2223,bacteria,5,25.6429,clinostat
2223,bacteria,6,29.2857,clinostat
2223,bacteria,7,35.4286,clinostat
2223,bacteria,8,41.2143,clinostat
2223,bacteria,9,44.3571,clinostat
2223,bacteria,10,45.2143,clinostat
2223,bacteria,11,44.9286,clinostat
2223,bacteria,12,44.4286,clinostat
2223,bacteria,13,44.1429,clinostat
2223,bacteria,14,44.2857,clinostat
2223,bacteria,15,44.1429,clinostat
2223,bacteria,16,43.1429,clinostat
2223,bacteria,17,42.2143,clinostat
2223,bacteria,18,41.6429,clinostat
2223,bacteria,19,40.4286,clinostat
2223,bacteria,20,39.3571,clinostat
2223,bacteria,21,40,clinostat
2223,bacteria,22,42.6429,clinostat
2223,bacteria,23,45.7857,clinostat
2223,bacteria,24,50.6429,clinostat
2223,bacteria,25,57.0714,clinostat
2223,bacteria,26,65.5,clinostat
2223,bacteria,27,73.2857,clinostat
2223,bacteria,28,79.0714,clinostat
