ID,Group,Distance,Intensity
1620,control,20,101.1385
1620,control,21,101.8154
1620,control,22,102.6154
1620,control,23,104.4308
1620,control,24,106.5231
1620,control,25,107.9692
1620,control,26,109.2308
1620,control,27,110.7385
1620,control,28,112.0769
1620,control,29,112.6769
1620,control,30,112.2769
1620,control,31,111.0462
1620,control,32,109.4
1620,control,33,108.3385
1620,control,34,107.6769
1620,control,35,106.7385
1620,control,36,105.4
1620,control,37,103.9692
1620,control,38,102.5231
1620,control,39,100.6
1620,control,40,98.5538
1620,control,41,97.4
1620,control,42,96.6923
1620,control,43,95.7846
1620,control,44,93.7846
1620,control,45,91.0769
1620,control,46,89.0923
1620,control,47,87.1231
1620,control,48,84.1846
1620,control,49,81.6
1620,control,50,79.4308
1620,control,51,77.0308
1620,control,52,73.8
1620,control,53,69.9692
1620,control,54,66.6
1620,control,55,64.1538
1620,control,56,60.9538
1620,control,57,58.1077
1620,control,58,55.5692
1620,control,59,53.8462
1620,control,60,51.9385
1620,control,61,49.8615
1620,control,62,48.3538
1620,control,63,46.1692
1620,control,64,44.5692
1621,control,0,39.4811
1621,control,1,40.6226
1621,control,2,41.9057
1621,control,3,43.5943
1621,control,4,45.4434
1621,control,5,47.3396
1621,control,6,49.4811
1621,control,7,51.8019
1621,control,8,53.8302
1621,control,9,55.4434
1621,control,10,56.9057
1621,control,11,58.3774
1621,control,12,59.8491
1621,control,13,61.3868
1621,control,14,63.1604
1621,control,15,64.9151
1621,control,16,66.8868
1621,control,17,68.5849
1621,control,18,70.4434
1621,control,19,72.2924
1621,control,20,74.0566
1621,control,21,76.0094
1621,control,22,77.8585
1621,control,23,79.7642
1621,control,24,81.7358
1621,control,25,83.6981
1621,control,26,85.6509
1621,control,27,87.3113
1621,control,28,88.7547
1621,control,29,89.9151
1621,control,30,90.566
1621,control,31,91.1132
1621,control,32,91.4811
1621,control,33,91.3774
1621,control,34,91.1321
1621,control,35,90.7453
1621,control,36,90.3113
1621,control,37,89.5849
1621,control,38,89
1621,control,39,88.3491
1621,control,40,87.7453
1621,control,41,87.0849
1621,control,42,86.4057
1621,control,43,85.1887
1621,control,44,83.7264
1621,control,45,82.283
1621,control,46,81.0566
1621,control,47,80
1621,control,48,78.7453
1621,control,49,77.6132
1621,control,50,76.3868
1621,control,51,75.1226
1621,control,52,73.4151
1621,control,53,71.7264
1621,control,54,69.8302
1621,control,55,67.7358
1621,control,56,66.1132
1621,control,57,64.6698
1621,control,58,63.1887
1621,control,59,61.5377
1621,control,60,59.5377
1621,control,61,57.3962
1621,control,62,54.7453
1621,control,63,51.6792
1621,control,64,48.283
1621,control,65,45.2453
1621,control,66,42.934
1621,control,67,40.9623
1621,control,68,39.2642
1621,control,69,37.8396
1621,control,70,36.5189
1621,control,71,35.2264
1621,control,72,33.9528
1622,control,0,61.4186
1622,control,1,62.2209
1622,control,2,63.1047
1622,control,3,64.1279
1622,control,4,65.3023
1622,control,5,66.8953
1622,control,6,68.3023
1622,control,7,72.1628
1622,control,8,78.3953
1622,control,9,82.4419
1622,control,10,84.3023
1622,control,11,86.5814
1622,control,12,89.7674
1622,control,13,91.0233
1622,control,14,90.4767
1622,control,15,90.5116
1622,control,16,92.1047
1622,control,17,93.1279
1622,control,18,93.2558
1622,control,19,92.9302
1622,control,20,92.9419
1622,control,21,94.6163
1622,control,22,97.7558
1622,control,23,100.2907
1622,control,24,101.4419
1622,control,25,103.0349
1622,control,26,103.9884
1622,control,27,103.593
1622,control,28,103.8372
1622,control,29,104.1279
1622,control,30,104.0698
1622,control,31,104.3837
1622,control,32,105.1047
1622,control,33,105.7442
1622,control,34,105.1163
1622,control,35,103.9767
1622,control,36,102.7558
1622,control,37,102.407
1622,control,38,102.5581
1622,control,39,102.3488
1622,control,40,102.6395
1622,control,41,103.1977
1622,control,42,103.2209
1622,control,43,102.2791
1622,control,44,100.2209
1622,control,45,99.0581
1622,control,46,98.6279
1622,control,47,97.9419
1622,control,48,97.4419
1622,control,49,94.8372
1622,control,50,91.314
1622,control,51,88.686
1622,control,52,86.8372
1622,control,53,86.5814
1622,control,54,87.4884
1622,control,55,88.2558
1622,control,56,90.7674
1622,control,57,93.2791
1622,control,58,92.9302
1622,control,59,89.8721
1622,control,60,84.2674
1622,control,61,77.3256
1622,control,62,69.7442
1622,control,63,63.1047
1622,control,64,57.8721
1622,control,65,55.7093
1623,control,0,24.3654
1623,control,1,25.7885
1623,control,2,28.6346
1623,control,3,32.8462
1623,control,4,37.0192
1623,control,5,40.8462
1623,control,6,45.5962
1623,control,7,52.2115
1623,control,8,59.9808
1623,control,9,67.3269
1623,control,10,73.3462
1623,control,11,78.3269
1623,control,12,82.0385
1623,control,13,84.8462
1623,control,14,87.5385
1623,control,15,89.9615
1623,control,16,93.0962
1623,control,17,97.1538
1623,control,18,100.4808
1623,control,19,102.4423
1623,control,20,104.1154
1623,control,21,105.5962
1623,control,22,105.8462
1623,control,23,106.0192
1623,control,24,106.6346
1623,control,25,108.1346
1623,control,26,110.7692
1623,control,27,112.9615
1623,control,28,113.1154
1623,control,29,111.3846
1623,control,30,108.0577
1623,control,31,104.1731
1623,control,32,100.4808
1623,control,33,98.5962
1623,control,34,97.0192
1623,control,35,96.3269
1623,control,36,97.2115
1623,control,37,97
1623,control,38,94.9038
1623,control,39,88.3846
1623,control,40,78.3077
1623,control,41,71.4038
1623,control,42,66.9615
1623,control,43,62.5769
1623,control,44,58.5769
1623,control,45,54.8462
1623,control,46,51.6154
1623,control,47,48.6731
1623,control,48,45.2692
1623,control,49,42.7885
1623,control,50,40.9038
1623,control,51,38.2692
1624,control,0,28.6923
1624,control,1,32.4038
1624,control,2,37.3462
1624,control,3,42.2692
1624,control,4,47.9038
1624,control,5,54.25
1624,control,6,59.8077
1624,control,7,60.5577
1624,control,8,61
1624,control,9,66.2115
1624,control,10,71.7692
1624,control,11,75.6538
1624,control,12,78.5385
1624,control,13,83.5385
1624,control,14,91.3269
1624,control,15,98.4615
1624,control,16,101.4038
1624,control,17,102.75
1624,control,18,104.0385
1624,control,19,102.6154
1624,control,20,100.2885
1624,control,21,99.6154
