ID,group,distance,intensity
1587,control,76,97.5667
1587,control,77,98.2667
1587,control,78,98.7667
1587,control,79,98.3
1587,control,80,97.8
1587,control,81,98
1587,control,82,97.6
1587,control,83,96.3
1587,control,84,93.7667
1587,control,85,89.7333
1587,control,86,86.1333
1587,control,87,82.3
1587,control,88,78.9
1587,control,89,76.8667
1587,control,90,75.5
1587,control,91,74.2333
1587,control,92,72.3333
1587,control,93,70.8
1587,control,94,70.4667
1587,control,95,69.8
1587,control,96,68.3333
1587,control,97,67.1
1587,control,98,65.9667
1587,control,99,65.4
1587,control,100,64.4
1587,control,101,62.7333
1587,control,102,60.6333
1587,control,103,59.5333
1587,control,104,59.1333
1587,control,105,58.5667
1587,control,106,58
1587,control,107,57.2667
1587,control,108,56.6667
1587,control,109,55.3667
1587,control,110,53.6667
1587,control,111,51.7667
1587,control,112,50.4
1587,control,113,49.5
1587,control,114,48.9333
1587,control,115,48.2333
1587,control,116,47.0333
1587,control,117,46.0667
1587,control,118,45.3667
1587,control,119,45.3667
1587,control,120,45.0667
1587,control,121,44.5
1587,control,122,43.6333
1587,control,123,43.1667
1587,control,124,42.7667
1587,control,125,42.7667
1587,control,126,42.5
1587,control,127,41.7
1587,control,128,40.8
1587,control,129,40.2
1587,control,130,39.7333
1587,control,131,39.3333
1587,control,132,38.8333
1587,control,133,38.2
1587,control,134,37.9667
1587,control,135,37.4667
1587,control,136,36.4333
1587,control,137,34.7667
1587,control,138,33.4667
1587,control,139,33.2333
1587,control,140,33.4
1587,control,141,32.9333
1587,control,142,31.9
1587,control,143,30.9
1588,control,0,26.1034
1588,control,1,26.7586
1588,control,2,27.4828
1588,control,3,27.5517
1588,control,4,27.8276
1588,control,5,28.3103
1588,control,6,29.3103
1588,control,7,29.7241
1588,control,8,29.931
1588,control,9,31.1034
1588,control,10,33.1724
1588,control,11,34.7241
1588,control,12,35.5862
1588,control,13,36.5172
1588,control,14,37.6552
1588,control,15,39.1379
1588,control,16,41.1379
1588,control,17,42.4138
1588,control,18,43
1588,control,19,44.2069
1588,control,20,44.8276
1588,control,21,45.4138
1588,control,22,46.2414
1588,control,23,47.7586
1588,control,24,49.931
1588,control,25,52.069
1588,control,26,54.7241
1588,control,27,57.3793
1588,control,28,59.7241
1588,control,29,61.5517
1588,control,30,63.5862
1588,control,31,66.1724
1588,control,32,69.2759
1588,control,33,72.1034
1588,control,34,74.3448
1588,control,35,76.3793
1588,control,36,77.7586
1588,control,37,78.6207
1588,control,38,79.3448
1588,control,39,80.6207
1588,control,40,81.8966
1588,control,41,82.1724
1588,control,42,81.4828
1588,control,43,82.2759
1588,control,44,84
1588,control,45,84.4828
1588,control,46,84.4483
1588,control,47,84.6207
1588,control,48,84.8621
1588,control,49,85.7241
1588,control,50,86.8621
1588,control,51,87.6552
1588,control,52,88.4828
1588,control,53,88.7586
1588,control,54,88.5862
1588,control,55,88.7586
1588,control,56,88.8276
1588,control,57,88.4483
1588,control,58,87.9655
1588,control,59,87.2759
1588,control,60,86.6897
1588,control,61,86.0345
1588,control,62,85.3103
1588,control,63,84.5517
1588,control,64,84.0345
1588,control,65,82.8276
1588,control,66,81.1724
1588,control,67,78.9655
1588,control,68,76.7586
1588,control,69,75.1034
1588,control,70,73.3103
1588,control,71,71.5517
1588,control,72,69.7931
1588,control,73,68.2759
1588,control,74,66.931
1588,control,75,65.4483
1588,control,76,64.1034
1588,control,77,63.1724
1588,control,78,62.2069
1588,control,79,61.7586
1588,control,80,61.0345
1588,control,81,59.9655
1588,control,82,58.4138
1588,control,83,56.2414
1588,control,84,54.4483
1588,control,85,52.8276
1588,control,86,51.1379
1588,control,87,49.7241
1588,control,88,49.1034
1588,control,89,48.8966
1588,control,90,48.3448
1588,control,91,46.6207
1588,control,92,44.7586
1588,control,93,43.7931
1588,control,94,43.1379
1588,control,95,42.8276
1588,control,96,41.7586
1588,control,97,40.5862
1588,control,98,40.2069
1588,control,99,39.7586
1588,control,100,39.0345
1588,control,101,38.3448
1588,control,102,37.4483
1588,control,103,36.931
1588,control,104,36.2759
1588,control,105,35.7586
1588,control,106,35.0345
1588,control,107,34.2759
1589,control,0,19.0833
1589,control,1,19.4167
1589,control,2,20.375
1589,control,3,21.4167
1589,control,4,21.9167
1589,control,5,22.2917
1589,control,6,22.4583
1589,control,7,22.25
1589,control,8,22.4167
1589,control,9,23.375
1589,control,10,24.3333
1589,control,11,25.0417
1589,control,12,25.625
1589,control,13,25.75
1589,control,14,25.6667
1589,control,15,25.5
1589,control,16,25.9583
1589,control,17,26.9583
1589,control,18,28.625
1589,control,19,29.3333
1589,control,20,29.7083
1589,control,21,30.2083
1589,control,22,31.25
1589,control,23,32.3333
1589,control,24,32.9167
1589,control,25,32.6667
1589,control,26,32.9167
1589,control,27,33.875
1589,control,28,35.4583
1589,control,29,36.7917
1589,control,30,37.2917
1589,control,31,38.5
1589,control,32,40.5833
1589,control,33,43.5
1589,control,34,46.1667
1589,control,35,48.0833
1589,control,36,49.5417
1589,control,37,50.5833
1589,control,38,51.1667
1589,control,39,51.6667
1589,control,40,52.8333
1589,control,41,55.625
1589,control,42,58.5833
1589,control,43,60.7083
1589,control,44,62.0417
1589,control,45,63.2917
1589,control,46,65
1589,control,47,66.4583
1589,control,48,67.4167
1589,control,49,68.0417
1589,control,50,68.7083
1589,control,51,70.625
1589,control,52,72.4583
1589,control,53,74
1589,control,54,75.5417
1589,control,55,76.4167
1589,control,56,76.7917
1589,control,57,76.75
1589,control,58,76.125
1589,control,59,75.0417
1589,control,60,73.4167
1589,control,61,71.7917
1589,control,62,70.1667
1589,control,63,68.8333
1589,control,64,67.75
1589,control,65,67.7917
1589,control,66,67.625
1589,control,67,66.9167
1589,control,68,67.2083
1589,control,69,67.75
1589,control,70,68.375
1589,control,71,68.9583
1589,control,72,69.5
1589,control,73,70.375
1589,control,74,71
1589,control,75,71.7083
1589,control,76,72.5
1589,control,77,72.625
1589,control,78,72.0417
1589,control,79,71.7917
1589,control,80,71.125
1589,control,81,69.375
1589,control,82,67.9167
1589,control,83,67.2917
1589,control,84,66.9167
1589,control,85,65.5
1589,control,86,63.4583
1589,control,87,61.3333
1589,control,88,59.6667
1589,control,89,58.8333
1589,control,90,58.3333
1589,control,91,57.75
1589,control,92,56.6667
1589,control,93,55.875
1589,control,94,55.1667
1589,control,95,54.5417
1589,control,96,52.5
1589,control,97,50.8333
1589,control,98,49.75
1589,control,99,49.0417
1589,control,100,48.1667
1589,control,101,46.5417
1589,control,102,44.2083
1589,control,103,42.125
1589,control,104,40.7917
1589,control,105,40.3333
1589,control,106,39.7083
1589,control,107,38.0833
1589,control,108,36.5
1589,control,109,35.6667
1589,control,110,34.875
1589,control,111,33.7917
1589,control,112,32.5417
1589,control,113,31.5
1589,control,114,30.8333
1589,control,115,30.25
1589,control,116,30.0417
1589,control,117,29.9167
1589,control,118,30.0417
1589,control,119,30.375
